HurricaneName,FileID,observation_date,observation_time,WindSpeed,CentralPressure,bt_eye,bt_eyewall,EyeProbability,EyeCompleteness,EyeRadius,ArcherLat,ArcherLon,ArcherComboScore,Hurricane
ALEX,0,['2016-01-07'],['03:00'],37.4,1006.5,290.1253,272.5932,11.8775,0.082192,0.65,27.3451,-74.6274,7.3828,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,1,['2016-01-07'],['03:00'],37.4,1006.5,279.0611,273.7765,4.5357,0.0,0.6,27.7451,-74.4308,7.0219,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,2,['2016-01-07'],['06:00'],39.6,1003.0,288.1366,277.9887,49.5703,0.0,0.45,27.7,-73.8255,7.0673,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,3,['2016-01-07'],['06:00'],39.6,1003.0,-1.0,-1.0,,-1.0,0.4,27.825,-73.4305,4.9025,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,4,['2016-01-07'],['09:00'],41.8,1000.0,294.0016,293.9427,1.6158,0.0,0.4,26.5772,-73.8481,4.321,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,5,['2016-01-07'],['09:00'],41.8,1000.0,-1.0,-1.0,,-1.0,0.7,26.4022,-73.1961,3.0,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,6,['2016-01-07'],['12:00'],44.0,997.0,293.9396,293.5106,0.8269,0.0,0.7,27.8,-72.1184,3.6908,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,7,['2016-01-07'],['12:00'],44.0,997.0,287.8427,287.705,0.56112,0.0,0.7,28.4,-72.2039,2.2961,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,8,['2016-01-07'],['15:00'],46.2,992.0,289.7815,287.365,13.6579,0.0,0.5,29.4518,-72.8797,6.9325,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,9,['2016-01-07'],['15:00'],46.2,992.0,281.7404,281.7404,22.5097,0.0,0.65,29.5018,-72.6503,5.742,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,10,['2016-01-07'],['18:00'],48.4,987.0,289.5649,285.8024,13.4818,0.0,0.55,30.125,-72.0093,7.4316,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,11,['2016-01-07'],['18:00'],48.4,987.0,278.5922,278.5922,13.5087,0.0,0.35,30.3,-71.5762,6.6534,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,12,['2016-01-07'],['21:00'],48.4,986.5,284.9487,279.9188,44.7282,0.0,0.25,31.0478,-71.3265,7.4755,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,13,['2016-01-07'],['21:00'],48.4,986.5,277.0478,272.6681,25.8598,0.0,0.65,30.6478,-70.8031,6.4071,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,14,['2016-01-08'],['00:00'],48.4,986.0,-1.0,-1.0,,-1.0,0.2,31.325,-70.1021,5.7536,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,15,['2016-01-08'],['00:00'],48.4,986.0,-1.0,-1.0,,-1.0,0.55,33.35,-70.6879,4.7719,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,16,['2016-01-08'],['03:00'],48.4,986.0,-1.0,-1.0,,-1.0,0.7,31.1593,-67.533,5.6619,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,17,['2016-01-08'],['03:00'],48.4,986.0,-1.0,-1.0,,-1.0,0.7,31.3593,-67.4446,3.8673,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,18,['2016-01-08'],['06:00'],48.4,986.0,286.4386,283.1486,47.9826,0.068493,0.7,32.375,-68.7704,7.6448,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,19,['2016-01-08'],['06:00'],48.4,986.0,273.0636,268.3525,47.1216,0.0,0.6,32.6,-68.119,3.8659,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,20,['2016-01-08'],['09:00'],44.0,988.5,285.8241,268.7996,70.2568,0.054795,0.35,32.5861,-67.9115,9.1256,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,21,['2016-01-08'],['12:00'],39.6,991.0,267.829,265.8311,30.2873,0.0,0.1,32.675,-66.7721,8.9958,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,22,['2016-01-08'],['15:00'],39.6,991.0,287.5094,286.0421,52.0567,0.0,0.5,32.8323,-66.1093,9.921,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,23,['2016-01-08'],['15:00'],39.6,991.0,280.8968,280.1885,4.5952,0.0,0.5,32.5823,-66.9165,7.5485,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,24,['2016-01-08'],['18:00'],39.6,991.0,282.2185,274.99,34.2208,0.0,0.3,33.075,-64.4903,7.8809,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,25,['2016-01-08'],['18:00'],39.6,991.0,-1.0,-1.0,,-1.0,0.15,32.125,-66.7388,6.4942,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,26,['2016-01-08'],['21:00'],39.6,991.0,281.4294,276.393,9.8424,0.0,0.25,33.0735,-63.2501,4.5082,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,27,['2016-01-08'],['21:00'],39.6,991.0,-1.0,-1.0,,-1.0,0.1,32.6235,-65.9561,4.1221,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,28,['2016-01-09'],['00:00'],39.6,991.0,290.1385,289.0662,1.613,0.0,0.35,33.85,-64.1967,1.074,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,29,['2016-01-09'],['00:00'],39.6,991.0,-1.0,-1.0,,-1.0,0.05,32.525,-64.5284,1.8898,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,30,['2016-01-09'],['03:00'],41.8,991.0,289.8488,288.2779,2.4565,0.0,0.7,34.0749,-62.7052,0.99023,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,31,['2016-01-09'],['03:00'],41.8,991.0,-1.0,-1.0,,-1.0,0.15,32.3999,-62.6145,0.81326,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,32,['2016-01-09'],['06:00'],44.0,991.0,284.3089,283.6656,0.25393,0.0,0.15,35.375,-62.2291,2.6509,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,33,['2016-01-09'],['06:00'],44.0,991.0,286.3267,286.3097,1.8626,0.0,0.7,33.175,-59.3473,2.6901,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,34,['2016-01-09'],['09:00'],46.2,990.0,-1.0,-1.0,,-1.0,0.05,35.3536,-58.1071,3.529,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,35,['2016-01-09'],['09:00'],46.2,990.0,-1.0,-1.0,,-1.0,0.25,34.0786,-57.5288,2.7163,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,36,['2016-01-09'],['12:00'],48.4,989.0,-1.0,-1.0,,-1.0,0.3,36.6,-59.7344,5.0315,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,37,['2016-01-09'],['12:00'],48.4,989.0,-1.0,-1.0,,-1.0,0.7,34.15,-59.2461,4.1543,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,38,['2016-01-09'],['15:00'],50.6,987.0,-1.0,-1.0,,-1.0,0.65,33.7645,-55.5581,5.422,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,39,['2016-01-09'],['15:00'],50.6,987.0,-1.0,-1.0,,-1.0,0.35,37.0395,-56.8727,6.2982,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,40,['2016-01-09'],['18:00'],52.8,985.0,-1.0,-1.0,,-1.0,0.3,34.175,-54.9083,6.3518,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,41,['2016-01-09'],['18:00'],52.8,985.0,288.5624,288.0211,2.7686,0.0,0.35,34.35,-55.3666,8.1093,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,42,['2016-01-09'],['21:00'],55.0,983.0,288.8764,286.9981,8.9053,0.0,0.45,34.3093,-54.5478,6.5999,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,43,['2016-01-09'],['21:00'],55.0,983.0,287.867,284.4639,18.0629,0.0,0.45,34.3843,-55.1873,6.7578,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,44,['2016-01-10'],['00:00'],57.2,981.0,288.6135,286.9499,6.9641,0.0,0.35,34.325,-53.1092,6.9912,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,45,['2016-01-10'],['00:00'],57.2,981.0,286.4971,285.9372,0.88035,0.0,0.5,34.15,-53.4122,7.9367,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,46,['2016-01-10'],['03:00'],57.2,981.0,289.4947,288.1879,6.2185,0.0,0.35,34.1564,-52.1237,6.548,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,47,['2016-01-10'],['03:00'],57.2,981.0,284.7814,284.7814,0.48104,0.0,0.3,34.4064,-53.0289,9.1051,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,48,['2016-01-10'],['06:00'],57.2,981.0,279.6459,258.8801,2.3931,0.0,0.15,33.8,-52.6098,6.4895,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,49,['2016-01-10'],['06:00'],57.2,981.0,279.0729,273.2565,5.0488,0.0,0.3,33.75,-52.2493,6.5885,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,50,['2016-01-10'],['09:00'],57.2,980.0,289.5051,287.5054,3.484,0.0,0.15,31.7811,-50.7098,4.8736,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,51,['2016-01-10'],['09:00'],57.2,980.0,284.6164,282.7523,4.6125,0.0,0.3,33.0311,-52.2354,-0.45501,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,52,['2016-01-10'],['12:00'],57.2,979.0,-1.0,-1.0,,-1.0,0.15,32.6,-49.1753,3.9289,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,53,['2016-01-10'],['12:00'],57.2,979.0,283.245,279.9323,0.87238,0.0,0.1,32.95,-50.6045,3.3107,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,54,['2016-01-10'],['15:00'],55.0,979.5,280.1174,271.5224,52.5878,0.0,0.4,32.6516,-50.3212,5.365,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,55,['2016-01-10'],['15:00'],55.0,979.5,281.4473,271.2513,60.6208,0.0,0.45,32.6766,-50.6472,5.2332,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,56,['2016-01-10'],['18:00'],52.8,980.0,286.105,275.1699,49.5401,0.0,0.55,31.825,-49.2181,8.7552,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,57,['2016-01-10'],['18:00'],52.8,980.0,284.9504,276.1385,60.2729,0.041096,0.5,31.85,-49.3951,9.5982,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,58,['2016-01-10'],['21:00'],50.6,980.0,280.2846,276.8713,43.7441,0.0,0.45,31.5662,-47.4316,10.6386,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,59,['2016-01-10'],['21:00'],50.6,980.0,279.405,271.4569,54.382,0.0,0.35,31.7662,-47.7552,9.8113,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,60,['2016-01-11'],['00:00'],48.4,980.0,286.5075,274.4063,50.7079,0.013699,0.4,31.525,-46.6174,8.5943,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,61,['2016-01-11'],['00:00'],48.4,980.0,285.3337,274.6157,63.4342,0.0,0.4,31.625,-46.8229,8.2565,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,62,['2016-01-11'],['03:00'],48.4,980.0,285.3844,277.3364,52.849,0.15068,0.4,31.359,-45.4471,9.2552,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,63,['2016-01-11'],['03:00'],48.4,980.0,285.7333,282.916,67.1874,0.16438,0.3,31.434,-45.7112,10.0662,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,64,['2016-01-11'],['06:00'],48.4,980.0,279.1413,270.8965,66.7884,0.0,0.5,31.6,-44.1891,6.9204,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,65,['2016-01-11'],['06:00'],48.4,980.0,278.6912,262.664,66.6438,0.15068,0.5,31.7,-44.4239,8.1289,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,66,['2016-01-11'],['09:00'],48.4,980.0,281.4801,274.4876,58.8408,0.24658,0.35,31.7466,-43.4565,7.3339,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,67,['2016-01-11'],['09:00'],48.4,980.0,280.4148,271.7265,60.6457,0.26027,0.4,31.8466,-43.7499,9.3879,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,68,['2016-01-11'],['12:00'],48.4,980.0,283.755,280.6446,49.5449,0.0,0.25,31.55,-43.1952,8.6891,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,69,['2016-01-11'],['12:00'],48.4,980.0,284.6514,280.82,47.3243,0.0,0.25,31.625,-43.4878,10.714,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,70,['2016-01-11'],['15:00'],46.2,981.0,279.528,272.9402,63.2941,0.0,0.35,30.9471,-42.9198,10.6689,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,71,['2016-01-11'],['15:00'],46.2,981.0,279.2971,267.7679,88.1472,0.027397,0.35,30.9221,-43.2689,13.2652,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,72,['2016-01-11'],['18:00'],44.0,982.0,285.854,282.8731,48.6175,0.0,0.35,30.15,-42.7887,9.446,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,73,['2016-01-11'],['18:00'],44.0,982.0,285.6168,282.3412,48.0319,0.0,0.3,30.1,-43.0196,10.5224,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,74,['2016-01-11'],['21:00'],44.0,983.5,287.5267,283.6517,3.6826,0.0,0.5,29.4091,-42.7491,2.1467,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,75,['2016-01-11'],['21:00'],44.0,983.5,287.0588,283.5075,4.9598,0.0,0.55,29.3341,-43.0356,3.6245,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,76,['2016-01-12'],['00:00'],44.0,985.0,287.5397,286.9114,1.479,0.0,0.7,28.8,-42.0126,1.8952,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,77,['2016-01-12'],['00:00'],44.0,985.0,286.4827,286.4215,0.43029,0.0,0.05,28.8,-42.24,1.8255,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,78,['2016-01-12'],['03:00'],44.0,986.5,288.7189,288.1824,0.76069,0.0,0.2,28.3768,-40.8853,-0.0377,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,79,['2016-01-12'],['03:00'],44.0,986.5,289.2126,289.2126,0.47255,0.0,0.6,28.4268,-41.223,0.17377,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,80,['2016-01-12'],['06:00'],44.0,988.0,288.941,288.7155,0.18699,0.0,0.15,27.025,-40.451,-0.2687,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,81,['2016-01-12'],['06:00'],44.0,988.0,289.3339,289.162,1.6103,0.0,0.15,26.95,-40.6462,0.79377,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,82,['2016-01-12'],['09:00'],44.0,988.0,289.9905,289.5485,0.25893,0.0,0.35,26.4605,-39.8639,-0.61685,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,83,['2016-01-12'],['09:00'],44.0,988.0,290.3358,289.5325,0.39867,0.0,0.25,25.7605,-39.7254,-0.85915,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,84,['2016-01-12'],['12:00'],44.0,988.0,-1.0,-1.0,,-1.0,0.15,26.125,-39.8206,3.0994,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,85,['2016-01-12'],['12:00'],44.0,988.0,-1.0,-1.0,,-1.0,0.6,26.05,-39.8757,3.1179,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,86,['2016-01-12'],['15:00'],44.0,988.0,-1.0,-1.0,,-1.0,0.35,25.6053,-38.9453,2.0381,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,87,['2016-01-12'],['15:00'],44.0,988.0,-1.0,-1.0,,-1.0,0.5,25.6803,-38.9178,1.824,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,88,['2016-01-12'],['18:00'],44.0,988.0,-1.0,-1.0,,-1.0,0.2,23.625,-37.3908,5.3897,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,89,['2016-01-12'],['18:00'],44.0,988.0,-1.0,-1.0,,-1.0,0.7,25.125,-38.0809,4.1059,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,90,['2016-01-12'],['21:00'],44.0,988.0,283.496,280.0889,53.8194,0.0,0.2,25.2663,-35.1422,7.5782,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,91,['2016-01-12'],['21:00'],44.0,988.0,280.2288,278.723,47.4996,0.0,0.15,25.1163,-34.8658,6.3092,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,92,['2016-01-13'],['00:00'],44.0,988.0,284.8549,284.797,38.0552,0.0,0.7,25.4,-34.7277,10.6548,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,93,['2016-01-13'],['00:00'],44.0,988.0,280.6385,277.986,45.9559,0.0,0.2,25.35,-34.5063,10.2452,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,94,['2016-01-13'],['03:00'],41.8,988.5,278.1785,273.4146,50.2509,0.0,0.25,25.4172,-34.2252,13.4255,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,95,['2016-01-13'],['03:00'],41.8,988.5,277.4828,270.0841,49.8356,0.0,0.2,25.3672,-34.0867,12.7092,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,96,['2016-01-13'],['06:00'],39.6,989.0,278.1056,270.6398,56.5095,0.0,0.1,25.55,-33.7941,15.6872,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,97,['2016-01-13'],['06:00'],39.6,989.0,280.6813,269.1829,32.6005,0.0,0.15,25.5,-33.5446,13.4671,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,98,['2016-01-13'],['09:00'],39.6,989.0,280.5493,277.6305,42.1866,0.0,0.55,25.8373,-32.9109,16.2675,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,99,['2016-01-13'],['09:00'],39.6,989.0,273.5352,263.5064,17.6137,0.0,0.2,25.6873,-32.8831,15.1097,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,100,['2016-01-13'],['12:00'],39.6,989.0,285.2162,279.1035,16.0419,0.0,0.55,26.125,-32.6113,15.3874,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,101,['2016-01-13'],['12:00'],39.6,989.0,275.8489,275.8489,59.2986,0.0,0.15,25.775,-32.4166,14.3793,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,102,['2016-01-13'],['15:00'],39.6,989.5,257.0099,254.3627,62.0621,0.0,0.1,26.3649,-32.0536,15.5876,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,103,['2016-01-13'],['15:00'],39.6,989.5,246.4876,245.5189,46.9977,0.0,0.1,26.2149,-31.8305,14.0408,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,104,['2016-01-13'],['18:00'],39.6,990.0,255.5588,231.9801,68.0225,1.0,0.15,26.675,-31.5119,12.8086,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,105,['2016-01-13'],['18:00'],39.6,990.0,259.1971,235.0101,72.0687,1.0,0.15,26.55,-31.1761,11.5604,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,106,['2016-01-13'],['21:00'],44.0,989.0,251.2024,236.1456,62.0305,0.80822,0.15,27.2724,-30.9337,11.8718,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,107,['2016-01-13'],['21:00'],44.0,989.0,251.1408,236.2553,81.6423,0.63014,0.15,27.0974,-30.6525,10.3578,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,108,['2016-01-14'],['00:00'],49.7,988.0,263.9653,255.09,99.7614,0.75342,0.15,27.95,-30.4566,13.095,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,109,['2016-01-14'],['00:00'],49.7,988.0,262.3365,248.8361,94.5184,0.90411,0.15,27.8,-30.1737,11.6069,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,110,['2016-01-14'],['03:00'],52.65,986.75,274.1779,235.6363,100.0,1.0,0.15,28.6889,-30.0631,13.4052,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,111,['2016-01-14'],['03:00'],52.65,986.75,266.9269,235.8372,100.0,1.0,0.15,28.5389,-29.7214,11.1,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,112,['2016-01-14'],['06:00'],55.6,985.5,252.1715,225.3735,96.4723,1.0,0.15,29.35,-29.6287,14.0222,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,113,['2016-01-14'],['06:00'],55.6,985.5,242.3969,224.5561,64.7024,1.0,0.15,29.175,-29.256,10.6694,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,114,['2016-01-14'],['09:00'],63.3,983.25,276.3365,224.3639,100.0,1.0,0.1,29.9488,-29.1711,9.9549,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,115,['2016-01-14'],['09:00'],63.3,983.25,258.4431,223.2064,68.8111,1.0,0.15,29.7738,-28.8535,6.8409,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,116,['2016-01-14'],['12:00'],71.0,981.0,279.3935,223.6164,100.0,1.0,0.15,30.875,-28.7582,11.0225,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,117,['2016-01-14'],['12:00'],71.0,981.0,258.7686,224.3259,96.6827,1.0,0.15,30.7,-28.4381,8.5276,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,118,['2016-01-14'],['15:00'],71.0,981.0,265.485,220.8449,100.0,1.0,0.15,31.7399,-28.4228,10.3729,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,119,['2016-01-14'],['15:00'],71.0,981.0,259.3761,221.5373,88.6544,1.0,0.15,31.6149,-28.0996,8.2607,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,120,['2016-01-14'],['18:00'],71.0,981.0,268.5776,222.2056,100.0,1.0,0.15,32.65,-28.089,9.7838,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,121,['2016-01-14'],['18:00'],71.0,981.0,254.0347,221.4973,76.7502,1.0,0.15,32.5,-27.7034,7.3713,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,122,['2016-01-14'],['21:00'],69.9,982.0,279.607,264.1284,56.053,0.67123,0.15,33.2497,-28.046,9.6244,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,123,['2016-01-14'],['21:00'],69.9,982.0,269.6605,254.5373,60.2308,0.86301,0.15,33.1247,-27.7174,7.0782,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,124,['2016-01-15'],['00:00'],68.8,983.0,282.1171,277.1346,45.7203,0.0,0.55,33.625,-26.8872,11.0991,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,125,['2016-01-15'],['00:00'],68.8,983.0,278.6094,272.5442,51.6985,0.0,0.6,33.4,-26.7066,9.6122,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,126,['2016-01-15'],['03:00'],66.2,984.0,281.3713,279.3487,9.1184,0.30137,0.45,34.6028,-27.2056,11.7267,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,127,['2016-01-15'],['03:00'],66.2,984.0,279.0898,278.0872,12.9249,0.0,0.7,34.2278,-26.1423,9.9321,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,128,['2016-01-15'],['06:00'],63.6,985.0,267.1742,260.2612,63.3896,0.17808,0.2,35.75,-27.2422,14.8198,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,129,['2016-01-15'],['06:00'],63.6,985.0,265.1477,260.006,45.5037,0.054795,0.15,35.5,-26.8118,11.335,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,130,['2016-01-15'],['09:00'],59.9,986.0,261.2097,256.3394,49.3397,0.0,0.15,36.8007,-26.9147,12.5536,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,131,['2016-01-15'],['09:00'],59.9,986.0,256.7646,255.1697,34.934,0.0,0.1,36.5757,-26.5713,10.928,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,132,['2016-01-15'],['12:00'],56.2,987.0,242.031,224.9351,62.2228,1.0,0.15,38.375,-26.8546,14.2456,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,133,['2016-01-15'],['12:00'],56.2,987.0,234.5724,227.497,48.2932,0.60274,0.1,38.075,-26.441,12.6606,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,134,['2016-01-15'],['15:00'],55.2,986.5,216.2015,215.5481,9.3369,0.0,0.1,40.129,-27.254,11.0606,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,135,['2016-01-15'],['15:00'],55.2,986.5,215.6682,215.6682,2.1046,0.0,0.15,39.829,-26.636,9.959,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,136,['2016-01-15'],['18:00'],54.2,986.0,260.2054,260.2054,1.0034,0.38356,0.55,41.775,-27.0992,8.5462,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,137,['2016-01-15'],['18:00'],54.2,986.0,259.4736,255.865,2.3836,0.0,0.1,41.225,-26.031,7.3671,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,138,['2016-01-15'],['21:00'],48.4,985.0,268.6197,253.6197,49.7693,0.93151,0.2,43.7053,-28.1198,8.369,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,139,['2016-01-15'],['21:00'],48.4,985.0,258.7087,248.1004,47.1174,0.89041,0.15,43.3053,-27.4673,6.9345,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,140,['2016-01-16'],['00:00'],48.4,984.0,-1.0,-1.0,,-1.0,0.5,43.125,-28.5458,5.9122,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,141,['2016-01-16'],['00:00'],48.4,984.0,-1.0,-1.0,,-1.0,0.15,45.15,-28.6521,3.6822,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
ALEX,142,['2016-01-16'],['03:00'],48.4,983.0,-1.0,-1.0,,-1.0,0.1,45.2118,-29.0375,5.8432,HURSAT_b1_v06_2016007N27285_ALEX_c20180912
