HurricaneName,FileID,observation_date,observation_time,WindSpeed,CentralPressure,bt_eye,bt_eyewall,EyeProbability,EyeCompleteness,EyeRadius,ArcherLat,ArcherLon,ArcherComboScore,Hurricane
AMOS,46,['2016-04-20'],['06:00'],31.933334,996.6667,205.0781,202.9406,0.6696,0.53425,0.5,-12.6028,-179.8027,14.3005,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,47,['2016-04-20'],['06:00'],31.933334,996.6667,204.5481,204.5481,-0.35699,0.34247,0.7,-12.4278,179.6844,15.0705,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,48,['2016-04-20'],['09:00'],34.333332,996.1667,190.4037,190.4037,-0.41186,0.0,0.05,-13.0841,-179.3046,14.4977,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,49,['2016-04-20'],['09:00'],34.333332,996.1667,191.0,191.0,-0.9469,0.0,0.05,-13.0341,-179.6378,15.9115,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,50,['2016-04-20'],['12:00'],35.066666,994.6667,189.2594,189.2594,2.1503,0.0,0.1,-12.2917,179.1005,17.6831,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,51,['2016-04-20'],['12:00'],35.066666,994.6667,199.9958,196.9307,11.9861,0.0,0.1,-13.0917,179.6388,17.3568,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,52,['2016-04-20'],['15:00'],37.2,992.8333,202.1203,202.1203,-1.2723,0.013699,0.6,-12.1851,178.6953,13.6069,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,53,['2016-04-20'],['15:00'],37.2,992.8333,-1.0,-1.0,,-1.0,0.05,-12.1101,178.5416,12.7472,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,54,['2016-04-20'],['18:00'],39.333332,991.0,-1.0,-1.0,,-1.0,0.1,-12.2917,178.379,14.4267,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,55,['2016-04-20'],['18:00'],39.333332,991.0,196.7973,196.7973,-1.2262,0.0,0.2,-11.7667,179.0193,13.809,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,56,['2016-04-20'],['21:00'],40.333332,990.3333,-1.0,-1.0,,-1.0,0.25,-12.23,178.7352,13.2649,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,57,['2016-04-20'],['21:00'],40.333332,990.3333,201.1829,201.1829,-2.2999,0.0,0.35,-12.005,179.3755,13.7541,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,58,['2016-04-21'],['00:00'],41.333332,989.6667,257.3078,253.0889,0.49773,0.75342,0.7,-12.9333,-179.4744,13.4421,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,59,['2016-04-21'],['00:00'],41.333332,989.6667,207.8497,207.8497,0.039652,0.0,0.45,-12.3333,179.8339,13.1881,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,60,['2016-04-21'],['03:00'],43.0,989.6667,222.7135,222.5002,-0.10594,0.46575,0.55,-12.2317,179.9889,13.659,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,61,['2016-04-21'],['03:00'],43.0,989.6667,201.6987,201.6987,-1.1417,0.0,0.15,-13.5067,-179.5497,12.7699,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,62,['2016-04-21'],['06:00'],43.0,989.0,226.1205,226.1205,10.8255,0.58904,0.1,-13.0917,-179.1641,12.5623,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,63,['2016-04-21'],['06:00'],43.0,989.0,233.4328,229.9862,-1.6121,0.75342,0.45,-13.1417,-179.2923,11.3221,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,64,['2016-04-21'],['09:00'],46.899998,987.0,195.8687,195.8687,-1.1474,0.0,0.05,-12.8991,-178.9393,19.2749,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,65,['2016-04-21'],['09:00'],46.899998,987.0,203.5592,203.5592,-16.6814,0.0,0.35,-12.9741,-179.1956,19.1236,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,66,['2016-04-21'],['12:00'],50.8,984.3333,195.2111,195.2111,-0.94721,0.0,0.05,-12.7167,-178.7206,19.855,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,67,['2016-04-21'],['12:00'],50.8,984.3333,199.4459,199.4459,2.473,0.0,0.1,-12.6417,-178.9,19.4653,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,68,['2016-04-21'],['15:00'],51.533337,983.3333,189.1121,189.1121,-1.9219,0.0,0.05,-12.7358,-178.1151,17.9661,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,69,['2016-04-21'],['15:00'],51.533337,983.3333,186.8573,186.8573,-10.3418,0.0,0.05,-12.6858,-178.3714,18.3619,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,70,['2016-04-21'],['18:00'],52.266666,982.3333,192.3997,192.3997,5.5087,0.0,0.15,-12.85,-178.0002,18.1677,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,71,['2016-04-21'],['18:00'],52.266666,982.3333,192.7267,192.7267,-2.4962,0.0,0.15,-12.725,-178.2821,17.1533,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,72,['2016-04-21'],['21:00'],57.066666,979.6667,194.4236,194.4236,7.0118,0.0,0.2,-12.686,-177.8898,14.5658,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,73,['2016-04-21'],['21:00'],57.066666,979.6667,190.6792,190.6792,-4.1522,0.0,0.05,-12.536,-178.0179,14.7848,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,74,['2016-04-22'],['00:00'],61.86667,974.6667,201.1024,200.8986,1.5959,0.41096,0.55,-12.6917,-177.5536,12.5646,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,75,['2016-04-22'],['00:00'],61.86667,974.6667,189.2677,189.2662,3.7695,0.0,0.1,-12.6417,-177.6816,11.8163,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,76,['2016-04-22'],['03:00'],66.666664,970.6667,189.5303,189.4851,2.9892,0.0,0.3,-12.5627,-177.5147,13.4489,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,77,['2016-04-22'],['03:00'],66.666664,970.6667,191.8939,191.7026,0.17801,0.0,0.35,-12.8127,-177.1306,13.26,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,78,['2016-04-22'],['06:00'],71.46667,967.6667,188.3183,188.3183,0.28972,0.0,0.1,-12.3667,-177.658,13.1861,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,79,['2016-04-22'],['06:00'],71.46667,967.6667,193.2151,192.2506,4.1406,0.0,0.3,-12.7167,-176.9923,14.2787,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,80,['2016-04-22'],['09:00'],77.1,963.5,191.2401,191.2401,8.5814,0.0,0.1,-12.4192,-177.0902,14.1824,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,81,['2016-04-22'],['09:00'],77.1,963.5,193.4301,193.4301,6.9352,0.0,0.15,-12.5692,-176.7574,14.4527,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,82,['2016-04-22'],['12:00'],82.73333,959.0,194.941,194.1287,7.9237,0.0,0.35,-12.625,-176.7941,12.3842,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,83,['2016-04-22'],['12:00'],82.73333,959.0,193.7823,192.0816,11.5535,0.0,0.15,-12.8,-176.4613,13.0537,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,84,['2016-04-22'],['15:00'],82.73333,959.3333,195.4408,195.4408,0.3563,0.0,0.15,-12.6202,-176.5235,11.0967,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,85,['2016-04-22'],['15:00'],82.73333,959.3333,196.6551,196.6551,1.9402,0.0,0.25,-12.6952,-176.1652,12.6235,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,86,['2016-04-22'],['18:00'],82.73333,959.0,197.3432,197.3432,3.3151,0.0,0.15,-12.6,-176.1631,10.2398,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,87,['2016-04-22'],['18:00'],82.73333,959.0,195.7511,195.7511,-0.32945,0.0,0.05,-12.85,-176.0863,10.2071,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,88,['2016-04-22'],['21:00'],82.0,959.5,188.954,188.954,-1.8143,0.0,0.05,-12.5356,-175.246,15.018,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,89,['2016-04-22'],['21:00'],82.0,959.5,189.7752,189.7752,1.4503,0.0,0.1,-12.5856,-175.0925,15.0155,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,90,['2016-04-23'],['00:00'],81.26667,960.0,192.2847,192.2751,-1.689,0.0,0.45,-12.75,-174.5976,12.7364,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,91,['2016-04-23'],['00:00'],81.26667,960.0,191.2922,191.2922,1.7315,0.0,0.15,-12.75,-174.3928,13.3664,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,92,['2016-04-23'],['03:00'],80.53333,961.6667,190.3303,190.1704,-0.51508,0.0,0.3,-12.9919,-173.8763,13.2124,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,93,['2016-04-23'],['03:00'],80.53333,961.6667,187.6751,187.6751,0.62437,0.0,0.05,-13.1169,-173.6202,12.371,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,94,['2016-04-23'],['06:00'],79.799995,961.3333,190.1866,190.1866,1.0481,0.0,0.6,-13.1833,-173.0974,13.4114,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,95,['2016-04-23'],['06:00'],79.799995,961.3333,188.583,187.7405,8.5687,0.0,0.1,-13.0333,-172.8154,12.7788,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,96,['2016-04-23'],['09:00'],76.13333,965.5,188.3584,188.3584,1.9313,0.0,0.25,-13.6165,-172.1436,12.8341,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,97,['2016-04-23'],['09:00'],76.13333,965.5,190.4703,190.3448,3.1514,0.0,0.35,-13.5415,-172.0409,11.5098,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,98,['2016-04-23'],['12:00'],72.46667,969.3333,189.5039,189.5039,-0.32964,0.0,0.4,-13.7,-171.3117,12.2869,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,99,['2016-04-23'],['12:00'],72.46667,969.3333,190.7081,190.223,-1.0026,0.0,0.6,-13.775,-171.0804,10.9814,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,100,['2016-04-23'],['15:00'],70.26667,970.1667,185.9289,185.4775,6.7848,0.0,0.1,-13.8135,-169.8618,9.1789,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,101,['2016-04-23'],['15:00'],70.26667,970.1667,186.048,186.048,-1.3603,0.0,0.05,-13.6635,-169.7332,8.3507,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,102,['2016-04-23'],['18:00'],68.066666,974.0,185.6885,185.6885,-0.22028,0.0,0.05,-13.4417,-169.3615,11.2224,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,103,['2016-04-23'],['18:00'],68.066666,974.0,188.4776,188.4776,0.39325,0.0,0.3,-13.4167,-169.0527,9.4965,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,104,['2016-04-23'],['21:00'],62.5,976.1667,192.3352,192.1358,1.2131,0.0,0.1,-13.3908,-169.0858,10.8192,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,105,['2016-04-23'],['21:00'],62.5,976.1667,194.4212,194.4212,-0.41932,0.0,0.35,-13.1658,-168.9056,11.0872,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,106,['2016-04-24'],['00:00'],56.933334,981.3333,-1.0,-1.0,,-1.0,0.6,-13.6591,-168.4844,9.9456,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,107,['2016-04-24'],['00:00'],56.933334,981.3333,-1.0,-1.0,,-1.0,0.5,-14.1591,-168.8191,9.955,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,108,['2016-04-24'],['03:00'],50.2,985.0,-1.0,-1.0,,-1.0,0.05,-14.4751,-168.3842,11.5756,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,109,['2016-04-24'],['03:00'],50.2,985.0,-1.0,-1.0,,-1.0,0.3,-13.2001,-168.3584,10.2649,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,110,['2016-04-24'],['06:00'],43.466663,989.0,184.8456,184.8456,-14.0596,0.0,0.05,-12.8111,-168.4664,11.4674,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,111,['2016-04-24'],['06:00'],43.466663,989.0,-1.0,-1.0,,-1.0,0.05,-12.9111,-168.1833,10.481,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,112,['2016-04-24'],['09:00'],45.75,988.75,-1.0,-1.0,,-1.0,0.25,-12.8267,-168.0409,13.3525,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,113,['2016-04-24'],['09:00'],45.75,988.75,-1.0,-1.0,,-1.0,0.55,-12.9767,-167.9636,13.5617,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,114,['2016-04-24'],['12:00'],39.5,994.0,-1.0,-1.0,,-1.0,0.15,-12.85,-167.6487,11.5345,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,115,['2016-04-24'],['12:00'],39.5,994.0,-1.0,-1.0,,-1.0,0.15,-12.9,-167.623,11.8839,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,116,['2016-04-24'],['15:00'],35.0,1003.0,-1.0,-1.0,,-1.0,0.45,-12.7865,-167.3077,10.6864,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,117,['2016-04-24'],['15:00'],35.0,1003.0,-1.0,-1.0,,-1.0,0.45,-12.9865,-167.1531,12.011,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,118,['2016-04-24'],['18:00'],35.0,995.0,-1.0,-1.0,,-1.0,0.05,-12.785,-166.8673,11.5577,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
AMOS,119,['2016-04-24'],['18:00'],35.0,995.0,-1.0,-1.0,,-1.0,0.05,-12.86,-166.6867,13.2565,HURSAT_b1_v06_2016108S17181_AMOS_c20180912
ROANU,0,['2016-05-17'],['03:00'],23.5,1000.25,-1.0,-1.0,,-1.0,0.55,9.01,82.3762,3.9882,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,1,['2016-05-17'],['03:00'],23.5,1000.25,-1.0,-1.0,,-1.0,0.7,8.51,81.283,1.6066,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,2,['2016-05-17'],['06:00'],23.5,999.5,-1.0,-1.0,,-1.0,0.45,8.87,81.5127,3.0126,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,3,['2016-05-17'],['06:00'],23.5,999.5,-1.0,-1.0,,-1.0,0.35,8.845,81.1818,0.31862,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,4,['2016-05-17'],['09:00'],24.6,999.25,-1.0,-1.0,,-1.0,0.7,10.5722,79.2099,6.6011,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,5,['2016-05-17'],['09:00'],24.6,999.25,-1.0,-1.0,,-1.0,0.1,10.5222,79.2099,1.1618,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,6,['2016-05-17'],['12:00'],25.7,999.0,-1.0,-1.0,,-1.0,0.5,10.975,79.4664,5.2737,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,7,['2016-05-17'],['12:00'],25.7,999.0,-1.0,-1.0,,-1.0,0.7,9.825,80.2832,0.3636,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,8,['2016-05-17'],['15:00'],26.8,998.0,186.1065,185.8117,0.031212,0.0,0.3,12.1825,80.4859,2.1795,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,9,['2016-05-17'],['15:00'],26.8,998.0,-1.0,-1.0,,-1.0,0.1,12.0825,80.1791,-0.9287,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,10,['2016-05-17'],['18:00'],27.9,997.0,-1.0,-1.0,,-1.0,0.2,10.75,80.894,2.0921,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,11,['2016-05-17'],['18:00'],27.9,997.0,-1.0,-1.0,,-1.0,0.1,10.55,81.3036,-1.2999,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,12,['2016-05-17'],['21:00'],29.0,996.25,192.8837,189.9086,0.7651,0.0,0.2,12.3349,81.16,2.0287,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,13,['2016-05-17'],['21:00'],29.0,996.25,192.5567,188.0835,1.0695,0.0,0.3,12.2599,80.7242,-2.1409,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,14,['2016-05-18'],['00:00'],30.1,995.5,191.4137,189.7603,0.025158,0.0,0.15,12.875,81.046,-1.6113,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,15,['2016-05-18'],['00:00'],30.1,995.5,-1.0,-1.0,,-1.0,0.2,12.75,80.6096,-3.7931,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,16,['2016-05-18'],['03:00'],33.7,994.0,192.8668,191.7612,0.7754,0.0,0.1,13.0612,80.5803,-1.1951,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,17,['2016-05-18'],['03:00'],33.7,994.0,193.2365,191.0655,2.5519,0.0,0.6,13.0362,80.1947,-3.7595,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,18,['2016-05-18'],['06:00'],36.2,992.6667,192.8827,191.8866,1.324,0.0,0.1,13.4806,80.6013,0.91237,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,19,['2016-05-18'],['06:00'],36.2,992.6667,193.6259,192.6106,1.3327,0.0,0.15,13.3806,80.112,-2.1606,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,20,['2016-05-18'],['09:00'],36.2,992.6667,-1.0,-1.0,,-1.0,0.45,12.4422,82.3281,0.95103,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,21,['2016-05-18'],['09:00'],36.2,992.6667,-1.0,-1.0,,-1.0,0.7,12.3172,82.096,-0.90075,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,22,['2016-05-18'],['12:00'],36.2,992.6667,-1.0,-1.0,,-1.0,0.15,13.85,80.8885,5.0664,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,23,['2016-05-18'],['12:00'],36.2,992.6667,-1.0,-1.0,,-1.0,0.3,13.825,80.4497,2.4928,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,24,['2016-05-18'],['15:00'],37.2,991.6667,-1.0,-1.0,,-1.0,0.15,15.0833,79.4443,4.8482,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,25,['2016-05-18'],['15:00'],37.2,991.6667,-1.0,-1.0,,-1.0,0.35,13.0083,82.6216,1.5545,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,26,['2016-05-18'],['18:00'],38.2,990.6667,-1.0,-1.0,,-1.0,0.7,13.8667,79.6236,4.6052,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,27,['2016-05-18'],['18:00'],38.2,990.6667,-1.0,-1.0,,-1.0,0.1,13.3917,82.9329,2.4663,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,28,['2016-05-18'],['21:00'],39.033333,990.0,-1.0,-1.0,,-1.0,0.15,13.7672,83.1649,4.2436,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,29,['2016-05-18'],['21:00'],39.033333,990.0,-1.0,-1.0,,-1.0,0.2,13.5672,82.9837,3.7838,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,30,['2016-05-19'],['00:00'],39.866665,989.3333,187.5901,187.1886,2.0077,0.0,0.15,16.025,80.4707,5.7568,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,31,['2016-05-19'],['00:00'],39.866665,989.3333,187.3003,186.3071,1.8574,0.0,0.1,15.925,80.4189,3.7055,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,32,['2016-05-19'],['03:00'],40.600002,988.6667,-1.0,-1.0,,-1.0,0.65,13.8991,83.2119,3.9884,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,33,['2016-05-19'],['03:00'],40.600002,988.6667,-1.0,-1.0,,-1.0,0.6,13.8491,83.16,2.0483,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,34,['2016-05-19'],['06:00'],43.0,987.3333,-1.0,-1.0,,-1.0,0.45,15.2167,81.0666,4.605,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,35,['2016-05-19'],['06:00'],43.0,987.3333,192.5022,191.8696,0.39126,0.0,0.4,15.6417,80.6777,2.5537,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,36,['2016-05-19'],['09:00'],44.0,986.6667,-1.0,-1.0,,-1.0,0.1,14.116,83.8276,3.8302,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,37,['2016-05-19'],['09:00'],44.0,986.6667,-1.0,-1.0,,-1.0,0.55,14.191,83.8795,2.6302,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,38,['2016-05-19'],['12:00'],45.0,986.0,-1.0,-1.0,,-1.0,0.2,14.475,84.3027,4.6769,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,39,['2016-05-19'],['12:00'],45.0,986.0,-1.0,-1.0,,-1.0,0.55,14.625,84.4066,1.3484,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,40,['2016-05-19'],['15:00'],42.266666,988.0,268.6528,254.6795,45.4221,0.84932,0.65,16.0932,84.1114,7.7196,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,41,['2016-05-19'],['15:00'],42.266666,988.0,252.2975,247.2811,15.5583,0.45205,0.2,16.5182,84.2154,5.6703,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,42,['2016-05-19'],['18:00'],39.533333,990.0,-1.0,-1.0,,-1.0,0.35,18.2417,82.3615,8.0816,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,43,['2016-05-19'],['18:00'],39.533333,990.0,-1.0,-1.0,,-1.0,0.6,18.3917,83.8474,6.9802,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,44,['2016-05-19'],['21:00'],40.533333,989.3333,-1.0,-1.0,,-1.0,0.35,18.1916,81.9759,12.0037,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,45,['2016-05-19'],['21:00'],40.533333,989.3333,-1.0,-1.0,,-1.0,0.1,18.4166,82.185,9.6255,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,46,['2016-05-20'],['00:00'],41.533333,988.6667,195.85,192.1041,6.0106,0.068493,0.15,17.9917,83.7855,3.4648,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,47,['2016-05-20'],['00:00'],41.533333,988.6667,197.8396,192.7853,3.2408,0.19178,0.15,17.8667,83.3662,1.7773,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,48,['2016-05-20'],['03:00'],42.266666,988.0,194.6602,190.8661,3.298,0.068493,0.1,17.9074,84.3137,-1.9185,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,49,['2016-05-20'],['03:00'],42.266666,988.0,196.7032,191.9806,8.998,0.054795,0.15,17.8324,83.9455,-3.0094,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,50,['2016-05-20'],['06:00'],43.0,987.3333,195.9019,193.1566,6.6792,0.082192,0.2,18.25,84.3509,-0.42767,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,51,['2016-05-20'],['06:00'],43.0,987.3333,198.5796,194.947,8.5059,0.12329,0.3,18.275,84.0082,-1.6734,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,52,['2016-05-20'],['09:00'],44.733334,986.1667,-1.0,-1.0,,-1.0,0.5,17.0609,86.9334,-1.3237,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,53,['2016-05-20'],['09:00'],44.733334,986.1667,-1.0,-1.0,,-1.0,0.45,16.9359,86.6693,-3.2166,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,54,['2016-05-20'],['12:00'],46.466663,985.0,255.5974,242.348,60.1662,0.87671,0.4,18.3583,86.6676,5.811,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,55,['2016-05-20'],['12:00'],46.466663,985.0,240.7026,233.4571,47.3141,0.9726,0.2,18.3083,86.4028,2.9858,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,56,['2016-05-20'],['15:00'],46.466663,984.3333,195.3627,195.3627,0.6876,0.0,0.1,20.5788,86.0882,9.668,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,57,['2016-05-20'],['15:00'],46.466663,984.3333,194.1197,193.5948,1.4181,0.0,0.1,20.6288,86.2475,7.2309,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,58,['2016-05-20'],['18:00'],48.13333,983.6667,187.1125,187.1125,1.3605,0.0,0.1,20.0417,87.301,7.5381,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,59,['2016-05-20'],['18:00'],48.13333,983.6667,186.2514,186.2514,-0.21017,0.0,0.05,19.8917,87.0615,5.3818,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,60,['2016-05-20'],['21:00'],48.86667,982.6667,187.2146,187.1121,0.78864,0.0,0.1,20.1749,88.0091,3.0164,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,61,['2016-05-20'],['21:00'],48.86667,982.6667,187.3098,187.3098,0.064757,0.0,0.05,20.0249,87.8225,1.3737,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,62,['2016-05-21'],['00:00'],49.600002,982.0,187.4717,186.5435,1.8041,0.0,0.15,20.9583,88.3779,3.938,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,63,['2016-05-21'],['00:00'],49.600002,982.0,-1.0,-1.0,,-1.0,0.1,20.6583,88.2443,3.0944,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,64,['2016-05-21'],['03:00'],49.36667,982.1667,-1.0,-1.0,,-1.0,0.3,22.9994,89.0723,6.942,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,65,['2016-05-21'],['03:00'],49.36667,982.1667,-1.0,-1.0,,-1.0,0.1,23.0244,89.0991,6.1084,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,66,['2016-05-21'],['06:00'],49.13333,982.3333,-1.0,-1.0,,-1.0,0.15,23.735,90.0296,6.2106,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
ROANU,67,['2016-05-21'],['06:00'],49.13333,982.3333,-1.0,-1.0,,-1.0,0.15,23.685,89.9218,6.0314,HURSAT_b1_v06_2016138N10081_ROANU_c20180912
